,topic,file,text
10,Emotion,EvilPoemsevilVoicesPoembyBrokenHearts,"A sense of evil lurking around
I lay broken on the ground
Forgotten in this place
That has no grace
A voice telling me
To go get that knife
Don’t put up a fight
Just commit suicide tonight
You’re already all alone
You are dying inside
So just make yourself bleed
Everyone will be pleased
When you are dead
They have no need for you
In this world
So go get that knife
Take it down your arm
Go down the vain
It is one way to kill yourself
With less pain
Please just do it
They want to find you
In a puddle of blood
On the ice cold floor
As you lay there dead
The evil still fallows me
I just sit there and listen
Taking it all in
But I can’t decide
What I should do
Get that knife
Or just sit and listen"
11,Emotion,EvilPoemsAmIEvilOrAmINotPoembykristasomething,"evil has came down to earth
haunting people that nows
right from wrong
am i the the one to cause this
if i did show me prof
Am i evil for believing what i do?
Am i evil for not agreeing with you?
Can't i be right and you wrong,
maybe your weak and im strong
you never now when
you walk out of place
saying i wish i could go back
and re-take
my steps but
i want to now if
i am evil or am i not
show me a sign
that i never forgot
and then i will
now from the day
i start
what i did to be
on the evil's list
the evil is planting
his plot
showing people
that may
never forgot
what should i say
to be off your list
and what i
did to be on it
your list
but i just want to
prove you that
your wrong
and i'm right
so what should i do
to be not evil
in my way
or not"
12,Emotion,EvilPoemsLoveVsEvilPoembyPdishere,"I skipped and ran across the field
To find love so that this world can be healed
This world was hurt with evil’s knife
I wanted to fight and bring it back to life.
I skipped and ran across the field and
Bumped into a man who seemed to have secrets concealed.
I asked him why the evil always wins,
He replied by saying that evil and love are twins.
Where there is love, evil follows
In matters of love evil always pokes its nose.
It envies love and the joy it brings
Hence it attacks love and cuts off its wings.
Evil may seem to be winning all the time
But love prepares for a counter attack in the meantime.
It weaves together the broken threads
And in the backfire the mammoth of evil it beheads.
The man’s answer was so very true,
When evil takes over the world, the love comes to its rescue.
Convinced that the man was a genius or maybe even God
I asked him to permit me to fight evil and give me a love squad.
Mighty impressed with me he handed me a bag
I dug my hand in and pulled out two tags.
One said Evil, one said love
I took out the love and evil in the bag I shoved.
He asked me why I took the love and kept the evil hidden
I said because love is lacking while the world is evil ridden.
So I held on to love and gave a piece of it to everyone
Spreading love till evil’s defeat was done.
Healed world now winked at me
Love is magical did you see?
The man blessed me with a nod of approval
And titled me his ‘angel’ to take on all evil.
So I skipped and ran back from the field
Believing to have met God, a last glance towards him I did steal.
Spiritually rejuvenated with this divine encounter
I decided to spread love thereafter.
Because sometimes a little love is all it takes
To fight evil and forgive all mistakes.
God is with you, just run across that field
Seek love & God, thus shall be revealed.
(21 May,2006)"
13,Emotion,EvilPoemsAnAngelNamedEvilPoembyAmyKerswell,"I know a lady called misery.
That is me and my life.
I encountered an angel called evil.
She was rotten to the core.
She gave me depression.
She gave me suicidalness.
She gave me hell.
Shes an angel full of evil.
She came after me.
Within the darkness of the night.
She wants to kill me.
She wants me dead.
She'll have me dead.
Shes taken over my mind.
Shes over riden me with evil."
14,Emotion,EvilPoemsAndWhyDidEvilEnterTheWorldWearingMyFacePoembyshelcope,"So innocence is just a lie
Born, broken, we die
And why
Did evil enter this world
Wearing my face?
Chaos, wind, love, all forming
But not formed
Blood star, leaking children
Eating sunlight, vomiting night
For pities sake turn on the light
For pities sake turn on the light"
15,Emotion,EvilPoemsEvilClownInEvilTownLimerickPoembySpocktheVegan,"A man from Memphis went to town
There he met a pretty woman clown
He said 'How do you do? '
She said 'I do too'
And so they began to fool around"
16,Emotion,EvilPoemsEvil1PoembyScarlet,"with just a glance
a small glance into your eyes
I saw your evil
evil eyes
and evil mind
I felt it in my bones
but I didn’t understand it
for you looked so normal
besides those evil eyes
such a kind smile
I thought
I must be wrong
for you are but a normal guy
for you were a pretty boy
beautiful blonde hair
that perfect smile
you had it all
everything a girl wants
and even more
for I found out
your were not just what every girl wanted
you are also what every girl fears as well
you are both what we search for
and what we run from
such a deadly combo"
17,Emotion,EvilPoemsEvilLaughterPoembyRobertSmith,"On thing I admire, nay two things
always strike me as admirable:
The way evil characters always
laugh with total happy abandon
About their plots to overthrow the
world, and the way they always
love their cats, mostly white with
blue eyes – given the importance
Of joyous laughter in our lives,
people having pets living longer,
healthy lives - this phenomenon
is deserving of attention
I am thinking of a scheme to overthrow
the world so I can throw back my head
to laugh long and hard and happily,
Hollywood has this down pat
By making villains keep taped laughter
in a box – preferably on a wheel-chair’s
side  – as villains are mostly sitting there,
having lost a limb or two
They turn it on for special effect upon
pronouncing their next evil event – luckily
my cell-phone announces incoming messages
with a bout of hysterical laughter
I always irritate my wife by laughing along; the
cat I already have, an evil creature, trying to
scratch me whenever I pass - I’m sure to
enjoy all the advantages of evil
Laughter; keeping an arch-villain cat as the
basis of the evil plot that is my life!"
18,Emotion,EvilPoemsAGoodManInAnEvilTimePoembyMichaelShepherd,"This is the story I was told – I’ve omitted
the details which might identify
and narrow down the nation,
the place, the family, the man…
It was in his teens, at school,
when the national leader arose
to bring the nation to its future,
its fulfilment, its destiny; so, like
his fellows, he joined the youth corps,
their eyes shining with ideals.
When the war inevitably came,
the time to show the world,
he was conscripted as a soldier.
He was not easy with this; killing for any noble cause
was not in his beliefs; he sought advice
in every holy book of every faith,
and knew within himself that he was right:
life is in the gift of the gods, and not of men.
One against the many, what could he do?
Should he commit suicide, there and then,
or its equivalent, disobey until he was shot,
unrecorded, unpublicised? That too,
he felt was wrong, life denied.
He decided to do just what he was told;
but at night, alone, to lay all this in prayer
at the feet of God; to sleep then and awake
with a conscience washed by that same God
who, it seemed, allowed wars just and unjust
for reasons which few men may unravel.
As war continued, this model soldier
rose within the ranks; and by an irony of fate
was chosen to be on the staff
of the death camps now being secretly set up.
How intense his prayer now became;
how testing was this time.
The details of this now are all known
(more than even those involved then knew) :
after the war, when the trials of war criminals
attempted human justice, some leaders
felt that suicide was the honourable death;
some lived in hope, were tried and hanged;
some committed to life imprisonment
to repent their life; or not.
For him (and some camp victims who survived
even spoke for him; ‘unyielding,
but never wantonly cruel’ said one)
and truth to tell, at that sorry time,
those not involved
sneered at ‘I was only obeying orders’, and
to his fellow countrymen, he was an uneasy figure
to represent their national conscience
-for him, the ten year sentence
was much the same as a (conscript's)   monastic cell;
adequate sustenance, housing, humble clothes,
and prayer.
Here the story told to me
breaks off; I cannot say
whether as a model prisoner
he won the admiration of his guards,
even the love; whether he wrote this down
and it was lost, or may one day make a book;
whether, if you met him, he would shine out
with love and truth and wisdom,
even saintliness; so that
you'd be proud to have met him; some say
that when he came out of prison, aged around 38,
he became a schoolteacher; some say, a priest;
others say, a doctor in a hospital..
I can only say, here was a good man;
and wonder how I would have behaved
had I been in his place; and whether,
as his life drew to a close,
he was even grateful in his soul
to have been so tested; and
to have known life whole."
19,Emotion,EvilPoemsEvil3PoembyScarlet,"you trapped me
you cornered me
then you attacked me
why didn’t I see all the warning signs
you broke me beyond repair
for when you attacked me
you stole something that can never be returned
as you stole it you laughed
for you enjoyed it
you enjoyed it as you torn my insides to pieces
you enjoyed tarring my body in two
you used and abused me
and when you were finish
you tossed me aside
and moved on
just like that
you changed my world forever
and you just stood up
and walked away
when you reached the door you turn
and I saw
all that I was once blind to
I saw the evil in your eyes
I saw your evil mind
I saw the smile I once thought was kind
I realized in that moment you were pure evil
the purest I had ever seen"
20,Emotion,EvilPoemsAmIEvilPoembyRachelBrewer,"Am I evil,
For having these thoughts in my head.?
Am I evil,
For thinking things of dread?
Am I evil,
For not believing what you do?
Am I evil,
For ripping people in two?
Am I evil,
For simply speaking my mind?
Am I evil,
For leaving you behind?
Am I evil,
For trying to do things right?
Am I  evil,
For giving you a fright?
Am I evil,
For leaving you alone in life?
Am I evil,
For not wanting to be your wife?
Am I evil,
For doing the things I do?
Am I evil,
Hang on, why am I asking you?"
21,Emotion,EvilPoemsEvilPoembyTaraMcHale,"I am evil because I love too much,
wanting those I love to keep in touch;
I am evil that I dare to care,
evil that I'm always 'there';
evil. I invite insult;
evil; I deserve the hurt.
I am evil that I wish to protect;
I am evil that I cannot neglect
the needs, or those I mis-perceive
in those who have no need, it seems.
I am evil that I wish to say
how much I love someone today.
I am evil if I self-protect
with reason, tears or intellect.
I am evil if I should expect
love back; for I deserve neglect.
I am evil that I may press on;
for evil people should be gone."
22,Emotion,EvilPoemsTheMaskOfEvilPoembyBertoltBrecht,"On my wall hangs a Japanese carving,
The mask of an evil demon, decorated with gold lacquer.
Sympathetically I observe
The swollen veins of the forehead, indicating
What a strain it is to be evil."
23,Emotion,EvilPoemsEvilPoembyGlaxoKlineABluebird,"I am evil because I love too much,
wanting those I love to keep in touch;
I am evil that I dare to care,
evil that I'm always 'there';
evil. I invite insult;
evil; I deserve the hurt.
I am evil that I wish to protect;
I am evil that I cannot neglect
the needs, or those I mis-perceive
in those who have no need, it seems.
I am evil that I wish to say
how much I love someone today.
I am evil if I self-protect
with reason, tears or intellect.
I am evil if I should expect
love back; for I deserve neglect.
I am evil that I may press on;
for evil people should be gone."
24,Emotion,EvilPoemsLesserEvilIsStillEvilPoembyTerenceGeorgeCraddockSpectralImagesandImagesOfLight,"justice validity was purchased
impartiality thrown out windows
righteousness politician beaten
yet the silence
is speaking so loudly
tonight so many words...
political spin writers seed lies
people line up to cast votes
voting for lesser of two evils?"
25,Emotion,EvilPoemsIfYouLookForEvilPoembyFrancisDuggan,"If you look for evil good you cannot see
For your eyes only tell you what they want you in others to see
Of good and bad races you keep telling me
But your opinions are different to mine we see things differently.
I've worked with those of different races and backgrounds and in truth I can say
That people as a whole are quite good in their own way
Of different beliefs and cultures but I found them to be okay
If you show respect for others respect to you they will pay.
When you start comparing races you I do not wish to hear
your ignorance on such matters only based on your fear
Of those you see as different to you difference you cannot embrace
'Tis wrong to condemn people because of their race.
If you are only looking for flaws in those who are different to you then flaws you will find
To the good that is in them you do become blind
In this multicultural World your thinking renders you as small
One must admire those who believe in a fair go for all."
26,Emotion,EvilPoemsEvilPoembyMarieEJPitt,"NOT Beelzebub, but white archangel, I
Turn the dim glass and shift the sands again,
And touch the eyelids of the sons of men
Lest they forget—forget and drowsy lie
In Fate’s unfurrowed fallow till they die—
As seed that quickens not for dawns that leap
From out the dark of immemorial years,
With kiss of wind and sun and wizard tears
Of fugitive clouds to wake them from their sleep.
With milestones I have set the crumbling sod
Of human judgement that they stray not wide,
Nor languish lost in labyrinths alway;
And smile in pity when I hear them pray
That Wrong’s rude whips from them be turned aside,
Who call me Evil—not discerning God."
27,Emotion,EvilPoemsBornIntoEvilGivenNoFightingChancePoembyScarlet,"how do you keep a soul pure
untainted
untouched
how do you keep ones innocence
when they are born into a home of evil
the truth is you can’t
for you learn from those around you
even when you don’t want to
you do
so how is this fair
he was never given a fighting chance
for we are born with a heart of gold
but it is but to those around you
to let you keep it
for if you live with people with tainted hearts
yours to will slowly become tainted
unless you fight
but being born into it
you can not fight at such an age
you have to trust that someone will fight for you"
28,Emotion,EvilPoemsLotusesOfTheEvil4PoembyAZsacraZARATHUSTRA,"snow is melting
in the bill
of the eagle
all of a sudden
gushed out
the dew!
peal
of the bluebell
under the hail
grandeur
of imperceptible
death
when is the muteness
the silence is
the thunder!
the tear of Christ
betrays
the bit of tear
abandoned nestlings
are being nursed by
death
fallen leaves
are for the dead
wind
the warmth of baby rats
is in the killed
rat
even if
the dropp of
dark!
to break the cage
inside the flying
hawk!
withered
tree flowers
with the flam
the triumph
of the sliding
of the tear
Dao
of seduction
of the chaos
the leap of tiger
from the tip of
the speck of dust
to save inside
in order to Execute
outside!
the killed
by roses is himself
the killer of the roses
the kill –
is the Most
tender!
the butterfly
has broken the dropp of
tear!
satori
in the state of
ash"
29,Emotion,EvilPoemsWhenEvilBecomesYouPoembyMarkRSlaughter,"Even this great mist that drowned the forest,
Relented to Him: grey billows gave, and
flanked servilely as He moved forwards -
towards me - as if passing through befogged pillars
Of a once mighty temple.
Countenance concealed in mystery, His mind
Focussed on mine: thus did I sense that bourdon
Of pure, basal tone resonating deep in my cranium.
And on those sine waves rode His message.
Glint of toneless eye caught my quaking dermis,
Telling Him of my response as I sensed further intentions -
For they stirred new and novel chills in me.
Did I not need to hear them too?
He wanted spoken confirmation unto me:
I must be sundered by His voice of gravitas -
Be audience to His prelude!
Damn His desire to reaffirm such loathed aim - I knew I was His victim!
His comportment reeked with subterfuge, but I already new His want!
And still I let Him come - what else was there?
Succumbing to His steady drift towards me - along perfect line -
I let Him impose His levy.
Soon I would be engulfed; swallowed; deformed
To a new self: what of me then?
What to do, when evil becomes you?"
30,Emotion,EvilPoemsTheEvilThatMenDoPoembyFreedomofSpeech,"The Evil that men do… Part 1
It’s coming to a town near you,
For we, the men, are out to get you,
Twisted beliefs,
Living on a razors edge,
A want of the erotic,
A need so hungry, we cannot seem to fill,
Mans primary instinct,
Is still intact, after so many years,
Society tried to abolish,
The laws they try to contain,
This world we live in, is so full of pain,
Brought about by mainly men,
The act of war…
Pushing the buttons, that your son will die for…
Sent into battle, by the faceless,
He will never be the same,
We read about the war,
But never take the time,
To comprehend,
That death is a manifest that many men, dread to see,
Driven to the end, pushed to the limit,
The screams inside a mans mind, can never be heard,
Walking into that darkness, like a small child,
Clutching his favourite toy, looking around,
His wide, staring eyes,
Once was blue,
Now forever, will remain black,
After tasting the death, cast down from above,
Thrown back into society, once the job is done,
And you expect him to be the same? ?
After living the life, Of the insane...
For god help you…."
31,Emotion,EvilPoemsAnEvilWorldPoembyKenSuh,"The world is made of many places
with different people, many races
With love and hope, joy and laughter
from morning light, to darkness after
But our world has another face
a whole other people, land, and race
It’s not always what you think
somehow those two worlds link
In a alley comes a man, eyes in anger…rage
in fury of heart he takes a knife…stabs
Freeing the evil from it’s cage
…..This is Murder
Comes a woman with a man...unwisely they’re alone
the women trust him with some pleasure…but
The consequences have been sown
…..This is Lust
Two good friends have a party….one amazing…one a dope
the dope is angry that his friend is dazing
He imagines death on a rope
…..This is Hate
A child lying, crying, dying…while his mother is beaten
hit and smashed, pushed and thrashed…while the child whimpers
His love, joy, faith is eaten
…..This is Fear
People dying, stealing, lying, no matter where they be
Pain, hate, fear everywhere, anywhere to see
A sinful world it will stay, till God, one day, returns
Destruction, death, evil…..is all the earth learns
…..This is our World…our Evil World"
32,Emotion,EvilPoemsGoodAndEvilPoembyJamesBEarley,"Devastation wrought
In agonizing ill
Of God's omnipotence
..Or..Satan's will
Would...an Omnipotent God
Allow Satan's power..then
Might the Devil himself
Be some necessary sin
*
*
And 'good'....and 'evil'
...Destiny's course
Conceived and executed
..By that...Omnipotent Force
Author's Note:
'Consequently, if you believe God made Satan, you must realize that all Satan's power comes from God and so that Satan is simply God's child, and that we are God's children also. There are no children of Satan, really.'
― Anne Rice"
33,Emotion,EvilPoemsEvilPoetessPoembyAmeraAndersen,"I opened the diary of her mind,
as this dark woman, came into my life
and I turned her pages only to find,
a tortured soul that is filled with strife.
She penned on her pages in blood red ink,
closing the cover to keep people out.
She’s petrified, of what others might think,
If they read her mind and witness her doubt.
I have a lover a kind hearted soul,
who gives of himself to make her feel free
but this deranged woman will eat him whole;
my all trusting lover, too blind to see.
I need to protect him, keep him from harm,
before she extracts his soul with her charm."
34,Emotion,EvilPoemsAmIEvilPoembyAdryanBates,"Am i evil for believing what i do?
Am i evil for not agreeing with you?
Can't i be right and you wrong,
maybe your weak and im strong
Am i evil for having dark skin?
Am i evil for not being your twin?
Can't i be white and you black,
maybe i have what you lack.
am i evil for not being like you?
am i evil for being a nail... and u a screw?
Can't i be the screw and you the nail
maybe i'll succeed and where you fail
maybe your the evil one and im the good
and ur the one whos misunderstood."
35,Emotion,EvilPoemsKillTheEvilPoembyKranthiPothineni,"It’s a beautiful land
It’s a home for many
Many lived with peace
Lived with unity and love
With smiles on each face
Children play with its mud
Farms dance with its soil
Rivers flow on its bed
Flowers glow all around
Nature loves that land
Life is very simple there
Children go to school
Men and Women work
Old ones enjoy life
People lived happily
People pray in church
People pray in mosque
People pray as they wish
It has different beliefs
But all are united
Its unity is questioned
Questioned by an evil
Its name is ‘WAR’
It bombed that land
And killed everything
Destroyed homes of many
Many lived in fear
Many cried in pain
In pain of lost ones
Taken away by evil
Some can’t kick football
Some can’t write proper
Some tears can’t run down
Many got wounded
Wounded by the evil
Schools got bombed
Books got burned
Playground in silent
Kids didn’t grow up
Evil axed even tulips
Farms caught fire
Fruits weren’t picked
Rivers flowed red
Water wasn’t tasted
Evil ruined the nature
Church bells stopped ringing
Mosque no longer stands
Culture no longer rejoiced
Beautiful land is ragged
In the hands of evil
Evil, who’s name is WAR
Its only aim is blood
Blood of many innocent lives
Life is the gift of god
God’s message is peace and love
So let’s spread his message
And kill this evil forever
And free this world forever
Forever from its bloody hands
Into the hands of peace forever"
36,Emotion,EvilPoemsDreamOfTheEvilServantPoembyReetikaVazirani,"1.
We kept war in the kitchen.
A set of ten bone china plates, now eight.
As if a perfumed guest stole her riches . . .
The next day she wanted to leave at noon.
I said, be back by four, I'm paying you.
She sat by the door,
she put out her hand,
her knuckles knocked against mine,
hard deliberate knuckles. I gave her cash.
Off to watch movies, off to smoke ganja.
2.
She came back late and high as if my fear asked for it.
I called her junglee.
Everything went off late --
dinner, the children getting into bed;
but the guests understood:
they had servants too.
She stuck diaper pins in my children.
I cursed her openly.Who shouted?
Or I cursed her silently and went my way.
She stole bangles my husband's mother bought,
bangles a hundred years old.But she wore frayed jewelry
hawked on the street.She was like a rock that nicked
furniture in corners you'd think only a rat could go.
3.
Why didn't I dismiss her?
I don't know.
She got old as I got old.
I could see her sharp shoulder bones
tighten, her knuckled skull.
I had to look at her.It had to wound me.
Listen, said my mother. Yes mother, I listened, crouched in my head.
Looking over the flowered verandah she said:
Who are you to think you are beautiful?
What have you got to show?
Go sit on your rag.
All my life I tended to looks,
they betrayed me. I bore you.
I am wretched.Be my mother.Be my maid."
37,Emotion,EvilPoemsHellAwaitsEvilDoersPoembyDrACelestineRajManoharMD,"The modern world seems crazy to the core;
We strike a balance in most things we do;
Money appears to solve problems many;
Muscle does some things that money cannot.
The Media makes celebrities o’er-night;
Influence guides bureaucrat’s decisions;
Merit is given a back-seat most times;
Merchants make money paying taxes least.
Most honest citizens are taxed the most;
Success smiles on men without conscience;
The righteous eke a livelihood of toil;
The lazy ones make money rather fast.
God allows ghastly crimes to happen too;
Nevertheless, both good and bad things end;
The evil-doers have a mighty crash;
God gives a longer rope to most such men.
This does not mean that dishonesty lasts;
The wicked suffer punishments on earth;
They fizzle out like soap-bubbles in sun;
Untruth can’t rule the roost on earth for long.
Reality will bring justice to all;
The day of reckoning will seal all fates;
All evil hearts can’t escape God’s judgment;
Their harm will be disclosed in great detail.
God’s mercy may not save them from Hell’s fire;
The upright souls will get rewards from God;
The God of goodness loves the righteous;
He takes them to His own Abode- Heaven.
Copyright by Dr John Celes 3-2-2008"
38,Emotion,EvilPoemsIHateUrHandsOfEvilPoembyIwishiwasasinvisableashemademefeel,"your hands of evil,
your touches of sin,
only i,
know where you've been,
touch me again,
and i will knock you down,
and you will lay there,
till by god your found...
You screwed up my life,
the minute your hand touched my leg,
i asked you to stop,
i practicalley begged,
but it wasn't enough,
you just wanted more,
so you grabbed me tight,
and threw me on the floor...
Are you glad for what you did?
are you proud of what you've done?
Do you know that what you've done,
now cannot be undone?
so burn in hell,
cos that's where you belong,
for your hands of evil,
are absolutely WRONG! ! ! ! !"
39,Emotion,EvilPoemsGoodVsEvilPoembyDavidWagner,"Im here bounded for life
Come to me
Break these chains that hold me back
help me bring my life back
I know, I kno
This may all frighten you
But please free me from this life of torment
Cause if you dont I will surely die
With these final words out of my bloody mouth
Who will remember me now
Not as this decaying evil soul
That I most proudly show
But as this peaceful hearted man
That I desperatly hold withen
These two sides of me fights for everlasting control
Good Vs. Evil
If one finaly wins
Will I still be me
Or would i become pure good
And bring forth peacefull things to the end my life
Or will I become absolute evil
To remain bound to my chains for all eternity
As these being my final words
Just go and leave this hideus creature
Bound in chains for the sins he has made"
40,Emotion,EvilPoemsTheEvilIraPoembyleinadyancm,"THE BANNER IT FLYS WITH SUCH PRIDE
HOW THEY WOULD BE PLEASED IF IT DIED
THEY LIVE TO THE SOUTH AND LOOK TO THE NORTH WITH HATE
THEY AIM TO TEAR DOWN THE GATE
TRI-COLOUR DOES PROUDLY FLUTTER
BEHIND CLOSED DOORS THEY MUTTER
THEY SHOOT AND THEY BOMB LOADS MORE INNCOCENT BODIES TO SEE,
THEY SHOUT IRELAND WILL BE FREE
THEY'RE CATHOLIC THEY'RE IRISH THEY'RE STRONG
DO NOT SAY THAT THEY ARE WRONG
YET THEY CLAIM OPRESSION THEY LOOK PAST THE SEA AND THEY SCORN
THEY FEEL THAT THEY NEED TO MOURN
THEY DO NOT HEED ULSTER'S WISH
FOR THAT WISH IS TO BE BRITISH
THEY WILL NOT STOP AS BOTH SIDES KNOW THEY ARE RIGHT
THAT IS WHY BOTH OF THEM FIGHT
A NEW BORN BABY CRIES
CRIES THROUGH CATHOLIC EYES
PRIOR THEY'RE DRIED HIS DAD CRIES DEATH TO ANGLE-LAND
NOT A CHANCE DOES THIS BOY STAND
YET THEY SAY THIS ABOUT US
A VICIOUS CIRCLE HAS NO END."
41,Emotion,EvilPoemsEvilPoembyArthurRimbaud,"While the red-stained mouths of machine guns ring
Across the infinite expanse of day;
While red or green, before their posturing King,
The massed battalions break and melt away;
And while a monstrous frenzy runs a course
That makes of a thousand men a smoking pile-
Poor fools! - dead, in summer, in the grass,
On Nature's breast, who meant these men to smile;
There is a God, who smiles upon us through
The gleam of gold, the incense-laden air,
Who drowses in a cloud of murmured prayer,
And only wakes when weeping mothers bow
Themselves in anguish, wrapped in old black shawls-
And their last small coin into his coffer falls."
42,Emotion,EvilPoemsSonnetXxAnEvilSpiritPoembyMichaelDrayton,"An evil spirit, your beauty haunts me still,
Wherewith, alas, I have been long possest,
Which ceaseth not to tempt me to each ill,
Nor gives me once but one poor minute's rest;
In me it speaks, whether I sleep or wake,
And when by means to drive it out I try,
With greater torments then it me doth take,
And tortures me in most extremity;
Before my face it lays down my despairs,
And hastes me on unto a sudden death,
Now tempting me to drown myself in tears,
And then in sighing to give up my breath.
Thus am I still provok'd to every evil
By this good wicked spirit, sweet angel-devil."
