,topic,file,text
10,Emotion,JoyPoemsADailyJoyToBeAlivePoembyJimmySantiagoBaca,"No matter how serene things
may be in my life,
how well things are going,
my body and soul
are two cliff peaks
from which a dream of who I can be
falls, and I must learn
to fly again each day,
or die.
Death draws respect
and fear from the living.
Death offers
no false starts. It is not
a referee with a pop-gun
at the startling
of a hundred yard dash.
I do not live to retrieve
or multiply what my father lost
or gained.
I continually find myself in the ruins
of new beginnings,
uncoiling the rope of my life
to descend ever deeper into unknown abysses,
tying my heart into a knot
round a tree or boulder,
to insure I have something that will hold me,
that will not let me fall.
My heart has many thorn-studded slits of flame
springing from the red candle jars.
My dreams flicker and twist
on the altar of this earth,
light wrestling with darkness,
light radiating into darkness,
to widen my day blue,
and all that is wax melts
in the flame-
I can see treetops!"
11,Emotion,JoyPoemsTheJoyOfCookingPoembyKathleenWest,"One of the things that I'm most proud of
Since I was very young
Is learning to cook and enjoying it so
And what a pleasure it has become
It started with egg sandwiches for Dad
He liked one when he wanted a snack
He said mine were the best that could be had
I was proud to do something back
Then there was the apples pies I baked
One day when mom was out
And to my joy, the crust turned out great!
And my love of cooking came about
Mom taught me to season everything just right
And all the tips she knew
The soups and gravies, and cakes so lite
The cassaroles and the irish stew
Then I was making dinner for the family
My four brothers, mom and dad, and me
And at fourteen years old I was hired to cook
For the neighbor with seven kids to feed!
Later when I got a place on my own
I couldn't afford to go out to eat
I could barely afford to pay the rent!
I was broke, but I ate like a queen!
I've fed all my family and friends that I know
And catered parties and festivals too
And the joy that I feel can't help but show
I love to nurture people with food!
We must all nourish our bodies each day
So why not make it taste great!
With a little planning, a will, and a way
The skies the limit on what we can make!
The joy of cooking is something learned and shared
And it unites the young and the old
A lifelong love that can only be compared
To a treasure more precious than gold!"
12,Emotion,JoyPoemsJoyHasBegunPoembyErnestineNorthover,"On these undulating hills where sheep roam free,
and every rabbit builds his own colony.
Yellow cowslips, pink clover and purple vetch,
add colour to the green fields as they stretch
as far as the eye can see.  Here’s such a view
to fill the heart with joy that’s long overdue.
The fresh, sweet, clear air that swirls and twirls around,
only in the quiet countryside is found.
And placid cows that will wander munching grass,
take such little notice of us as we pass.
Rooks cawing loudly throughout the hours of day,
seem to send a warning. ‘Don’t you dare to stay’.
This ground so lush with all its fine thriving plants.
Animals, birds and insects, how they all enhance.
Beautiful  treasury set out here to find,
available for each being of mankind.
The pleasure should be welcomed by everyone.
On these undulating hills, joy has begun.
©   Ernestine Northover"
13,Emotion,JoyPoemsTheJoyOfTravelPoembyMarilynLott,"What a thrill it is to travel
Perhaps in a different country
The cultures incredibly diverse
So many wonderful things to see
The clothes can be so different
Unique in their treasured styles
An entirely distinctive kind of people
With their friendly happy smiles
And the food can be quite challenging
Different tastes and how they eat
But, hey, I’m ready to try it
Doesn’t have to be potatoes and meat
Different ways and thoughts of worship
It is such an international treat
To see the different cultures
And all the interesting folks you meet
So if you get a chance, folks
Get on a plane or cruising ship
Take yourself to another country
Have a great and wonderful trip!"
14,Emotion,JoyPoemsMischievousJoyPoembyJohannWolfgangvonGoethe,"AS a butterfly renew'd,
When in life I breath'd my last,
To the spots my flight I wing,
Scenes of heav'nly rapture past,
Over meadows, to the spring,
Round the hill, and through the wood.
Soon a tender pair I spy,
And I look down from my seat
On the beauteous maiden's head--
When embodied there I meet
All I lost as soon as dead,
Happy as before am I.
Him she clasps with silent smile,
And his mouth the hour improves,
Sent by kindly Deities;
First from breast to mouth it roves,
Then from mouth to hands it flies,
And I round him sport the while.
And she sees me hov'ring near;
Trembling at her lovers rapture,
Up she springs--I fly away,
""Dearest! let's the insect capture
Come! I long to make my prey
Yonder pretty little dear!"""
15,Emotion,JoyPoemsHymnOfJoyPoembyHenryVanDyke,"To the music of Beethoven's ninth symphony
Joyful, joyful, we adore Thee,
God of glory, Lord of love;
Hearts unfold like flowers before Thee,
Praising Thee their sun above.
Melt the clouds of sin and sadness;
Drive the dark of doubt away;
Giver of immortal gladness,
Fill us with the light of day!
All Thy works with joy surround Thee,
Earth and heaven reflect Thy rays,
Stars and angels sing around Thee,
Centre of unbroken praise:
Field and forest, vale and mountain,
Blooming meadow, flashing sea,
Chanting bird and flowing fountain,
Call us to rejoice in Thee.
Thou art giving and forgiving,
Ever blessing, ever blest,
Well-spring of the joy of living,
Ocean-depth of happy rest!
Thou our Father, Christ our Brother, --
All who live in love are Thine:
Teach us how to love each other,
Lift us to the Joy Divine.
Mortals join the mighty chorus,
Which the morning stars began;
Father-love is reigning o'er us,
Brother-love binds man to man.
Ever singing march we onward,
Victors in the midst of strife;
Joyful music lifts us sunward
In the triumph song of life."
16,Emotion,JoyPoemsTheJoyOfBeingPoembySandraFowler,"Beyond the glass snowfall is luminous.
Winter burns like a lamp upon the sill.
The old house creaks in deference to the wind.
Kind eyes affirm that cold cannot come in.
Time for the robins? If you say so, Friend.
Praise for the woodfires that have warmed our past.
Red firelight paints the ceiling with itself.
The joy of our mere being is alive.
We do not yet concede the mood to spring,
The scent of lilacs and the young, green trees.
For us bare branches are articulate,
They tell us all we ever need to know.
Copyright,2008, Sandra Fowler"
17,Emotion,JoyPoemsAChildBringsJoyPoembyTheresaAnnMoore,"All the time in the world
Can never be as precious
As the years your child grows
It is a luxury of the ambitious
Although minutes are impounded
With things that must be done
Chores and working for a dollar
Should not eliminate the fun
Children are a marvel to observe
Each moment becomes more satisfying
Even when the days are challenging
Rewards of success are gratifying
When the hours of budding have dissolved
An adult emerges and comprehends
With joy and laughter, remembering when…
The moments continue to give dividends
1/14/08"
18,Emotion,JoyPoemsJoyInHeavenPoembyHenryClayWork,"FIRST SPIRIT
Sister spirit, listen!
Methinks I hear a song,
Resounding strangely, sadly,
These peaceful plains along.
SECOND SPIRIT
'Tis like those lays we sang in earthly days,
When we trod our pilgrimage of pain;
FIRST SPIRIT
And earthlike are those values
Which chant the solemn strain:
CHORUS OF MORTALS
Low in the dust before Thee,
Great King of Kings, we fall!
Least of the host which adore Thee,
Do not despise our call!
From the paths of right,
We have wander'd, we have wander'd,
We have all gone astray;
In thy holy sight,
We are guilty, we are guilty --
We have all gone astray;
Yet hear us! hear us! hear us,
And cast us not away.
CHORUS OF ANGELS
Children of Earth! your pray'r is heard in Heaven,
Where Mercy heeds the softest whisper'd moan:
Ransom'd, arise! your sins are all forgiven,
Your Father saith who sitteth on the Throne:
And it is his gracious bidding:
""Bring forth the robes!"" --
his heart of love was yearning
To greet repentant sons far away.
Lost once, but found!
We welcome their returning!
There's joy in Heav'n today!
There's joy in Heav'n today!
FIRST SPIRIT
Sister spirit, yonder,
By that celestial gate,
What throngs of weary pilgrims,
In supplication wait.
SECOND SPIRIT
They know and yet how fondly those are met,
Who at last from wandering ways draw nigh --
FIRST SPIRIT
They know not yet how boundless
His love to whom they cry:
CHORUS OF MORTALS
No place claim we with the Holy,
Thronging thy blissfull halls;
Grant us a refuge lowly,
Graciously near these walls.
There on bended knees,
Tho' unworthy, most unworthy,
We will worship and pray;
Oh, hear us! hear us! hear us,
And cast us not away.
CHORUS OF ANGELS
Children of Earth! no more, in sadness bended,
You supplicate a distant Throne of Grace:
Ransom'd, arise! your days of prayer are ended --
You meet your waiting Father face to face:
For he sendeth heralds saying:
""Unfold the gates! -- with gladness come before us,
And to the royal seats to my guests convey.""
Angels! begin the neverending chorus!
There's joy in Heav'n today!
There's joy in Heav'n today!
And I heard, and I heard
as it were the voice of a great multitude,
and the voice of many waters,
and the voice of mighty thunderings,
say ---- - ing;
FULL CHORUS
Glory to God! Glory to God!
Glory to God in the highest!
QUARTETTE
He gathers his wanderers home
We welcome the last arrived one!
Oh, bles-sed employ!
our infinite joy (our infinte joy)
Is begun!
FULL CHORUS
Now will we sing to Thee
(to Thee) (to Thee) now will we sing,
Our Father, our Redeemer and our King,
New songs (our sweetest songs)
of praise (our purest praise)
Our choicest, noblest, most triumphant lays,
For ev - (-er, ever) -er
more (For ever more)
For ev - (-er, ever) -er more.
Praise ye the Lord
For ev - (-er, ever) -er more."
19,Emotion,JoyPoemsSonnetTheGreatestJoyOnEarthIsChildrenPoembyDrACelestineRajManoharMD,"The greatest joy on earth is our children;
To see them born healthy and grow up well;
To see them acquire God's precious ken,
That guides them to Heaven, avoiding hell.
What joy it is to see them walk on fours!
And learn to move, to utter sounds with sense;
What joy it is to hear their mental stores!
To see them worldly-wise, avoid non-sense.
What, joy to see the child, Father of man!
What joy to see them outdo their parents!
What joy when things we cannot do, they can!
What joy to see their God-given talents?
Our children are the apples of our eyes;
The Almighty God, we see, in their guise."
20,Emotion,JoyPoemsOneForSorrowTwoForJoyPoembyHughMitchell,"Good morning Mr Magpie
alone again, like me
I greet you then I bless myself
and hope that I shall see
your lady busy in the trees
up here in Jagger Green.
The wind is soft and urgent
on the pale green Yorkshire hills
rooks fuss in high bare branches
looking down on silent mills
and the magpie is a single bird
up here in Jagger Green.
I watched him as he rested
in the Mayday morning light
then hard and low and straight there came
another flash of black and white
and the sun is like a woman's kiss
up here in Jagger Green."
21,Emotion,JoyPoemsJoyPoembyJohannWolfgangvonGoethe,"A DRAGON-FLY with beauteous wing
Is hov'ring o'er a silv'ry spring;
I watch its motions with delight,--
Now dark its colours seem, now bright;
Chameleon-like appear, now blue,
Now red, and now of greenish hue.
Would it would come still nearer me,
That I its tints might better see
It hovers, flutters, resting ne'er!
But hush! it settles on the mead.
I have it safe now, I declare!
And when its form I closely view,
'Tis of a sad and dingy blue--
Such, Joy-Dissector, is thy case indeed"
22,Emotion,JoyPoemsJoyShipmateJoyPoembyWaltWhitman,"Joy! shipmate--joy!
(Pleas'd to my Soul at death I cry;)
Our life is closed--our life begins;
The long, long anchorage we leave,
The ship is clear at last--she leaps!
She swiftly courses from the shore;
Joy! shipmate--joy!"
23,Emotion,JoyPoemsTheJoyOfChildhoodPoembyGeorgeDarley,"Down the dimpled green-sward dancing
Bursts a flaxen-headed bevy,
Bud-lipt boys and girls advancing
Love's irregular little levy.
Rows of liquid eyes in laughter,
How they glimmer, how they quiver!
Sparkling one another after,
Like bright ripples on a river.
Tipsy band of rubious faces,
Flushed with joy's etheral spirit,
Make your mocks and sly grimaces
At Love's self, and do not fear it!"
24,Emotion,JoyPoemsMayInternetConnectionsBringYouMoreJoyPoembyMargaretAlice,"I wanted to say hello to some cyber-friends,
poets and commenters who stopped by to
send an encouraging word; wonderful
people who refrain from criticism as they
know how it hurts – yet never hold back
their praise when their hearts are touched
But Internet connection is so bad -
it refuses to allow me to reply tonight,
when I read a poem and click to comment,
the computer coldly informs me that it
cannot (will not? refuses to? !)   open
that site, forget your request
I’m doing my best to stay calm -
but I’ve lost it – I feel like killing the
bloody machine! - so to one and all;
please forgive if I don’t mention your
name; the bloody machine takes too long
I can’t look again – and the old memory
is clogged by thoughts murderous and angry –
Elmer and Goldy Locks; Tara, Patti, Sue, Max Reif,
Chris, Zen, Theo and Marci Made – and all whose
names I could not look up before losing my mind;
thank you for saying hello; I’m fine tonight - though
I hate my PC and the Internet - and now am
Convinced it hates me – I’ve decided you are
all figments of my imagination; as unreachable
as Mount Everest, but as wonderful as the best
dream; your presence became a vision to me –
thank you all for entering my dreams and being
part of an imaginary scheme of cyber-entities
Though the evil bewitched machine won’t allow
me to link with you; though I have to withdraw
from the world and live within myself; though
at work there is no time to forge bonds, I am
deliciously delighted by your poetry and your
PoemHunter presence; Monday I’ll try again
To steal some time to link up - until then;
all the best, enjoy your rest, may the weekend
be fun, may you have adventures and challenges
enough to keep you happy and fighting fit; may
your PC’s and Internet connections bring you more
joy - than mine has bloody well done!"
25,Emotion,JoyPoemsJaloppyJoyPoembyRobertWilliamService,"Past ash cans and alley cats,
Fetid. overflowing gutters,
Leprous lines of rancid flats
Where the frowsy linen flutters;
With a rattle and a jar,
hark! I sing a happy ditty,
As I speed my Master far
From the poison of the City.
Speed him to the sportive sea,
Watch him walloping the briny,
Light his pipe and brew his tea
In a little wood that's piny;
Haven him to peace of mind.
Drowsy dreams in pleasant places,
Where the woman's eyes are kind,
And the men have ruddy faces.
Just a jaloppy am I,
But he's always been my lover,
So each Sunday morn I try
Youthful joy to re-discover.
For he loves the wild and free,
And though he would never know it,
Nature thrills him with the glee
And the rapture of the poet.
He's a little invoice clerk,
I'm a worn and ancient flivver;
I have an asthmatic spark,
He an alcoholic liver;
Yet with clatter, clang and creak
We are lyrical for one day;
Then another loathly week,
Living for another Sunday."
26,Emotion,JoyPoemsMySecretJoyPoembySusanCasey,"If it were not for you
It seems that every day would be
A life unfulfilled.
Winter then forever and no smile of spring.
An icy lake without a melted heart within.
You are my secret joy.
When first I saw your face
A satisfaction took the place of sad distraction.
I knew my mind had been in a phase of leaving,
You drew me back a pace, with you I saw commitment,
This time there could be no dreaming,
No time for grieving what was past.
My secret joy was here with me.
So many times, I saw her face in your face.
That special wisdom of her eyes in your eyes,
I knew a child I thought was gone for always
Had brought joy home.
I watch you watch the joy you have made
Wonder if you know the joy that you gave
Would like you to know that the joy that you made
Is my joy too.
However long before the joy that you made.
That little blue the two of you gave.
I had a little joy of my own.
Even though the joy that I made,
Has gone the road that life takes.
Singing love songs to the joys of her own,
I see reflections of the Joy that I made,
In the eyes and the heart of the Joy, she has made.
I can see pink joy reflected in blue joy,
When I see it.
My secret joy."
27,Emotion,JoyPoemsJoyAndHopePoembyRICBASTASA,"Joy calls
She needs help she pleads
And I answer
Where and when
I do not bother
About why
I could be unethical
For my left hand
Must learn to give
Without my right
Hand knowing
And Hope comes next
Waiting at the Capitol
What a coincidence
She likes a hitch ride too
She needs help
Her heart is broken
And need immediate repair
I have this flashy car
With space enough for two
Or more
How can a man
Sane still
Refuse to give the best
Ride for lovely lonely women
Like them?
To err is human
But to make love is divine
And so I’ll go
What happens next
I will not tell you
Wait! My cell phone is ringing
It is Charity again calling!"
28,Emotion,JoyPoemsTheJoyFromWaterPoembyObinnaKenechukwuEruchie,"Water, you send joy to my heart
To flow like an inspiring art
In the moment of fresh sunlight,
Given succour so sweet and bright.
Of what manner does your joy bring?
Flowing so that my heart did sing
Of the wind that came with splendour,
Wondrous in it to add colour.
Water, my heart is made calm as a dove
By your joy that comforts with love.
How it places my heart so good
That it does it with brightened mood.
Yet my heart truly shines with beams,
Dressed with pleasures more than sweet dreams.
Your water made it to feel higher
With life of so much deep desire.
Water, with vigour your joy heals
My heart so nicely that it feels.
So great that my heart now smiles deep
With warm rays of the sun to keep."
29,Emotion,JoyPoemsStanzasForMusicTheresNotAJoyTheWorldCanGivePoembyGeorgeGordonByron,"There's not a joy the world can give like that it takes away
When the glow of early thought declines in feeling's dull decay;
'Tis not on youth's smooth cheek the blush alone, which fades so fast,
But the tender bloom of heart is gone, ere youth itself be past.
Then the few whose spirits float above the wreck of happiness
Are driven o'er the shoals of guilt, or ocean of excess:
The magnet of their course is gone, or only points in vain
The shore to which their shivered sail shall never stretch again.
Then the mortal coldness of the soul like death itself comes down;
It cannot feel for others' woes, it dare not dream its own;
That heavy chill has frozen o'er the fountain of our tears,
And though the eye may sparkle still, 'tis where the ice appears.
Though wit may flash from fluent lips, and mirth distract the breast,
Through midnight hours that yield no more their former hope of rest,
'Tis but as ivy-leaves around the ruined turret wreath—
All green and wildly fresh without, but worn and grey beneath.
Oh, could I feel as I have felt, or be what I have been,
Or weep as I could once have wept, o'er many a vanished scene;
As springs in deserts found seem sweet, all brackish though they be,
So, midst the withered waste of life, those tears would flow to me."
30,Emotion,JoyPoemsPersuasionsToJoyASongPoembyThomasCarew,"IF the quick spirits in your eye
Now languish and anon must die;
If every sweet and every grace
Must fly from that forsaken face;
Then, Celia, let us reap our joys
Ere Time such goodly fruit destroys.
Or if that golden fleece must grow
For ever free from aged snow;
If those bright suns must know no shade,
Nor your fresh beauties ever fade;
Then fear not, Celia, to bestow
What, still being gather'd, still must grow.
Thus either Time his sickle brings
In vain, or else in vain his wings."
31,Emotion,JoyPoemsSadnessAndJoyPoembyWilliamHenryDavies,"I pray you, Sadness, leave me soon,
In sweet invention thou art poor!
Thy sister, Joy can make ten songs
While thou art making four.
One hour with thee is sweet enough;
But when we find the whole day gone
And no created thing is left --
We mourn the evil done.
Thou art too slow to shape thy thoughts
In stone, on canvas, or in song;
But Joy, being full of active heat,
Must do some deed ere long.
Thy sighs are gentle, sweet thy tears;
But if thou canst not help a man
To prove in substance what he feels --
Then givve me Joy, who can.
Therefore sweet Sadness, leave me soon,
Let thy bright sister, Joy, come more;
For she can make ten lovely songs
While thou art making four."
32,Emotion,JoyPoemsTisSoMuchJoyPoembyEmilyDickinson,"172
'Tis so much joy! 'Tis so much joy!
If I should fail, what poverty!
And yet, as poor as I,
Have ventured all upon a throw!
Have gained! Yes! Hesitated so—
This side the Victory!
Life is but Life! And Death, but Death!
Bliss is, but Bliss, and Breath but Breath!
And if indeed I fail,
At least, to know the worst, is sweet!
Defeat means nothing but Defeat,
No drearier, can befall!
And if I gain! Oh Gun at Sea!
Oh Bells, that in the Steeples be!
At first, repeat it slow!
For Heaven is a different thing,
Conjectured, and waked sudden in—
And might extinguish me!"
33,Emotion,JoyPoemsJoyToHaveMeritedThePainPoembyEmilyDickinson,"788
Joy to have merited the Pain—
To merit the Release—
Joy to have perished every step—
To Compass Paradise—
Pardon—to look upon thy face—
With these old fashioned Eyes—
Better than new—could be—for that—
Though bought in Paradise—
Because they looked on thee before—
And thou hast looked on them—
Prove Me—My Hazel Witnesses
The features are the same—
So fleet thou wert, when present—
So infinite—when gone—
An Orient's Apparition—
Remanded of the Morn—
The Height I recollect—
'Twas even with the Hills—
The Depth upon my Soul was notched—
As Floods—on Whites of Wheels—
To Haunt—till Time have dropped
His last Decade away,
And Haunting actualize—to last
At least—Eternity—"
34,Emotion,JoyPoemsTheJoyYouBringPoembyLouiseTredoux,"Read this morning people write
the end of their story right from
the beginning of their life and all
through the way, look what people
are doing and how they treat
others to get a hint of the end
I fell into a reverie thinking of the
beginning of you and me, how you
noticed my problems and helped me
up when I fell, how you treated other
people and how your joie die vivre
increased with the years
I feel sure there is a beautiful ending
for us, I know that your lips are more
eager to smile and kiss than ever be-
fore, your arms are stronger, your tread
more steadfast, I can tell you are writing
an enchanting tale for us
I can’t get enough of the joy you bring
into my life, I jumped up and sent you
an SMS just to say I love you so much…"
35,Emotion,JoyPoemsYourJoyIsMyJoyPoembyEdwardKofiLouis,"Your joy is my joy!
And, your laughter heals my soul.
The city of songs,
The smile on your face heals my heart;
The city of music!
Your laughter is like medicine to my heart;
Friendship should have rules and,
Everybody should obey them.
The future is with the influence of your life today,
So, you can change your life for the better is you want to;
Loon, loom!
True-love is with the wonder formula of life;
Your joy is my joy and,
Your laughter heals my soul."
36,Emotion,JoyPoemsAJoyRideOnMobikePoembyMamtaAgarwal,"Arms around your waist,
And hairflying in the air,
That first joyride on mobike
On Delhi roads sealed our fate.
A lot can happen over coffee,
The best in town you will find,
As we walked hand in hand
Through a plush hotel lobby.
As we sat, you said say yes now,
What, we have just met, I protest.
I know for sure, it’s destined
Please just don’t ask me how.
Love at first sight,
I laughed out loud,
Happens in Mills and Boon,
As we slipped out at night.
I said yes the very next day
Still fills me with disbelief.
Like a hero of romantic movies
You were charming in so many ways.
Now the mobike is gone,
And we travel side by side,
In a luxury air conditioned car.
To  town, to work every morn.
In silence we drive, preoccupied
Hands on lap, hair in place,  I see
A couple on a speeding bike,
And think of that first joyride…"
37,Emotion,JoyPoemsHymnToJoyPoembyFriedrichSchiller,"Joy, thou goddess, fair, immortal,
Offspring of Elysium,
Mad with rapture, to the portal
Of thy holy fame we come!
Fashion's laws, indeed, may sever,
But thy magic joins again;
All mankind are brethren ever
'Neath thy mild and gentle reign.
CHORUS.
Welcome, all ye myriad creatures!
Brethren, take the kiss of love!
Yes, the starry realms above
Hide a Father's smiling features!
He, that noble prize possessing--
He that boasts a friend that's true,
He whom woman's love is blessing,
Let him join the chorus too!
Aye, and he who but one spirit
On this earth can call his own!
He who no such bliss can merit,
Let him mourn his fate alone!
CHORUS.
All who Nature's tribes are swelling
Homage pay to sympathy;
For she guides us up on high,
Where the unknown has his dwelling.
From the breasts of kindly Nature
All of joy imbibe the dew;
Good and bad alike, each creature
Would her roseate path pursue.
'Tis through her the wine-cup maddens,
Love and friends to man she gives!
Bliss the meanest reptile gladdens,--
Near God's throne the cherub lives!
CHORUS.
Bow before him, all creation!
Mortals, own the God of love!
Seek him high the stars above,--
Yonder is his habitation!
Joy, in Nature's wide dominion,
Mightiest cause of all is found;
And 'tis joy that moves the pinion,
When the wheel of time goes round;
From the bud she lures the flower--
Suns from out their orbs of light;
Distant spheres obey her power,
Far beyond all mortal sight.
CHORUS.
As through heaven's expanse so glorious
In their orbits suns roll on,
Brethren, thus your proud race run,
Glad as warriors all-victorious!
Joy from truth's own glass of fire
Sweetly on the searcher smiles;
Lest on virtue's steeps he tire,
Joy the tedious path beguiles.
High on faith's bright hill before us,
See her banner proudly wave!
Joy, too, swells the angels' chorus,--
Bursts the bondage of the grave!
CHORUS.
Mortals, meekly wait for heaven
Suffer on in patient love!
In the starry realms above,
Bright rewards by God are given.
To the Gods we ne'er can render
Praise for every good they grant;
Let us, with devotion tender,
Minister to grief and want.
Quenched be hate and wrath forever,
Pardoned be our mortal foe--
May our tears upbraid him never,
No repentance bring him low!
CHORUS.
Sense of wrongs forget to treasure--
Brethren, live in perfect love!
In the starry realms above,
God will mete as we may measure.
Joy within the goblet flushes,
For the golden nectar, wine,
Every fierce emotion hushes,--
Fills the breast with fire divine.
Brethren, thus in rapture meeting,
Send ye round the brimming cup,--
Yonder kindly spirit greeting,
While the foam to heaven mounts up!
CHORUS.
He whom seraphs worship ever;
Whom the stars praise as they roll,
Yes to him now drain the bowl
Mortal eye can see him never!
Courage, ne'er by sorrow broken!
Aid where tears of virtue flow;
Faith to keep each promise spoken!
Truth alike to friend and foe!
'Neath kings' frowns a manly spirit!--
Brethren, noble is the prize--
Honor due to every merit!
Death to all the brood of lies!
CHORUS.
Draw the sacred circle closer!
By this bright wine plight your troth
To be faithful to your oath!
Swear it by the Star-Disposer!
Safety from the tyrant's power!
Mercy e'en to traitors base!
Hope in death's last solemn hour!
Pardon when before His face!
Lo, the dead shall rise to heaven!
Brethren hail the blest decree;
Every sin shall be forgiven,
Hell forever cease to be!
CHORUS.
When the golden bowl is broken,
Gentle sleep within the tomb!
Brethren, may a gracious doom
By the Judge of man be spoken!"
